top - 14:22:42 up  4:22,  1 user,  load average: 0.25, 0.55, 0.54
Threads: 1583 total,   1 running, 1578 sleeping,   4 stopped,   0 zombie
%Cpu(s):  1.3 us,  1.3 sy,  0.0 ni, 97.4 id,  0.0 wa,  0.0 hi,  0.0 si,  0.0 st
MiB Mem :   7756.4 total,    264.6 free,   5050.0 used,   2441.8 buff/cache
MiB Swap:   8192.0 total,   6901.3 free,   1290.7 used.   1479.6 avail Mem 

    PID USER      PR  NI    VIRT    RES    SHR S  %CPU  %MEM     TIME+ COMMAND
   9204 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:02.24 chrome
   9205 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 ThreadP+
   9207 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.63 Chrome_+
   9209 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 GpuMemo+
   9210 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
   9211 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 ThreadP+
   9212 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
   9213 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
   9214 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
   9215 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
   9216 sahilch+  30  10 1124.5g  83772  50888 S   0.0   1.1   0:00.00 Composi+
  13289 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 MemoryI+
  20387 sahilch+  20   0 1124.5g  83772  50888 S   0.0   1.1   0:00.00 ThreadP+
   9217 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:07.94 chrome
   9218 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 ThreadP+
   9220 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.05 Chrome_+
   9222 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 GpuMemo+
   9223 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
   9224 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 ThreadP+
   9225 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
   9226 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
   9227 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
   9228 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
   9229 sahilch+  30  10 1124.5g  35416  19708 S   0.0   0.4   0:00.00 Composi+
  12068 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.01 ThreadP+
  13287 sahilch+  20   0 1124.5g  35416  19708 S   0.0   0.4   0:00.00 MemoryI+
   9232 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:17.03 chrome
   9233 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.00 ThreadP+
   9235 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:02.21 Chrome_+
   9237 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.00 GpuMemo+
   9239 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:02.43 Composi+
   9240 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.01 ThreadP+
   9241 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.08 Composi+
   9242 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.10 Composi+
   9243 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.15 Composi+
   9244 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.10 Composi+
   9245 sahilch+  30  10 1128.6g 217996  86732 S   0.0   2.7   0:00.00 Composi+
   9391 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.14 WebCryp+
   9392 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.35 Dedicat+
   9420 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.00 Media
   9499 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.00 MemoryI+
  22488 sahilch+  20   0 1128.6g 217996  86732 S   0.0   2.7   0:00.01 ThreadP+
   9467 sahilch+  20   0  397372   2680   1876 S   0.0   0.0   0:00.00 gvfsd-n+
   9475 sahilch+  20   0  397372   2680   1876 S   0.0   0.0   0:00.00 gmain
   9476 sahilch+  20   0  397372   2680   1876 S   0.0   0.0   0:00.01 gdbus
   9480 sahilch+  20   0  397372   2680   1876 S   0.0   0.0   0:00.00 dconf w+
   9490 sahilch+  20   0  325472   2696   1884 S   0.0   0.0   0:00.02 gvfsd-d+
   9491 sahilch+  20   0  325472   2696   1884 S   0.0   0.0   0:00.00 gmain
   9492 sahilch+  20   0  325472   2696   1884 S   0.0   0.0   0:00.00 gdbus
   9971 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:11.02 nautilus
   9972 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:00.09 gmain
   9973 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:00.13 gdbus
   9974 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:00.00 pool-or+
   9976 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:00.00 dconf w+
   9986 sahilch+  20   0 1620060  52664  23520 S   0.0   0.7   0:00.00 threade+
  10260 sahilch+  20   0   20632   3000    824 S   0.0   0.0   0:00.02 bash
  11071 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:01.12 chrome
  11072 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 ThreadP+
  11075 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.21 Chrome_+
  11076 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 GpuMemo+
  11077 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.21 Composi+
  11078 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 ThreadP+
  11079 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.01 Composi+
  11080 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.01 Composi+
  11081 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.01 Composi+
  11082 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.01 Composi+
  11083 sahilch+  30  10 1128.6g  77860  38064 S   0.0   1.0   0:00.00 Composi+
  11159 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.02 SharedW+
  11160 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 ThreadP+
  11201 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 MemoryI+
  22342 sahilch+  20   0 1128.6g  77860  38064 S   0.0   1.0   0:00.00 ThreadP+
  11603 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:03.99 chrome
  11604 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.00 ThreadP+
  11606 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.87 Chrome_+
  11608 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.00 GpuMemo+
  11609 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.50 Composi+
  11610 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.03 ThreadP+
  11611 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.01 Composi+
  11612 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.02 Composi+
  11613 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.01 Composi+
  11614 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.02 Composi+
  11615 sahilch+  30  10 1124.5g 116896  75256 S   0.0   1.5   0:00.00 Composi+
  11801 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.00 MemoryI+
  21722 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.00 ThreadP+
  23772 sahilch+  20   0 1124.5g 116896  75256 S   0.0   1.5   0:00.01 ThreadP+
  11622 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:01.48 chrome
  11623 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.00 ThreadP+
  11625 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.41 Chrome_+
  11627 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.00 GpuMemo+
  11628 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.67 Composi+
  11629 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.00 ThreadP+
  11630 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.04 Composi+
  11631 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.03 Composi+
  11632 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.02 Composi+
  11633 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.02 Composi+
  11634 sahilch+  30  10 1124.5g  63312  29776 S   0.0   0.8   0:00.00 Composi+
  11803 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.00 MemoryI+
  12295 sahilch+  20   0 1124.5g  63312  29776 S   0.0   0.8   0:00.02 ThreadP+
  11671 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.18 chrome
  11672 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 ThreadP+
  11674 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.11 Chrome_+
  11676 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 GpuMemo+
  11677 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11678 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 ThreadP+
  11679 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11680 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11681 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11682 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11683 sahilch+  30  10 1124.5g  23760  13452 S   0.0   0.3   0:00.00 Composi+
  11971 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 ThreadP+
  13290 sahilch+  20   0 1124.5g  23760  13452 S   0.0   0.3   0:00.00 MemoryI+
  11684 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.57 chrome
  11687 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 ThreadP+
  11689 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.16 Chrome_+
  11691 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 GpuMemo+
  11692 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11693 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 ThreadP+
  11694 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11695 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11696 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11697 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11698 sahilch+  30  10 1124.6g  39380  18132 S   0.0   0.5   0:00.00 Composi+
  11743 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.02 ThreadP+
  11819 sahilch+  20   0 1124.6g  39380  18132 S   0.0   0.5   0:00.01 MemoryI+
  11699 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.75 chrome
  11700 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 ThreadP+
  11702 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.16 Chrome_+
  11704 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 GpuMemo+
  11705 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.11 Composi+
  11706 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 ThreadP+
  11707 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.01 Composi+
  11708 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 Composi+
  11709 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 Composi+
  11710 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 Composi+
  11711 sahilch+  30  10 1124.5g  66720  42372 S   0.0   0.8   0:00.00 Composi+
  11816 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.00 MemoryI+
  11847 sahilch+  20   0 1124.5g  66720  42372 S   0.0   0.8   0:00.18 ThreadP+
  11873 root      20   0       0      0      0 I   0.0   0.0   0:01.39 kworker+
  13074 root       0 -20       0      0      0 I   0.0   0.0   0:00.00 kworker+
  13392 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:03.56 chrome
  13393 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.00 ThreadP+
  13395 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.51 Chrome_+
  13397 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.00 GpuMemo+
  13398 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.33 Composi+
  13399 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.00 ThreadP+
  13400 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.01 Composi+
  13401 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.02 Composi+
  13402 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.00 Composi+
  13403 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.03 Composi+
  13404 sahilch+  30  10 1124.5g 129812  81748 S   0.0   1.6   0:00.00 Composi+
  13502 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.00 MemoryI+
  22416 sahilch+  20   0 1124.5g 129812  81748 S   0.0   1.6   0:00.05 ThreadP+
  15264 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   1:01.68 code
  15282 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 ThreadP+
  15284 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:06.59 Chrome_+
  15286 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 GpuMemo+
  15289 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:23.23 Composi+
  15290 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 ThreadP+
  15291 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:01.94 Composi+
  15292 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:01.95 Composi+
  15293 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:01.95 Composi+
  15294 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:01.95 Composi+
  15295 sahilch+  30  10   38.6g 242836 126356 S   0.0   3.1   0:00.10 Composi+
  15296 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 code
  15311 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 MemoryI+
  15314 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.00 WebCryp+
  22867 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.08 Dedicat+
  22875 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.63 ThreadP+
  23364 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.53 ThreadP+
  23366 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.61 ThreadP+
  23382 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.58 ThreadP+
  23385 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.39 ThreadP+
  23386 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.47 ThreadP+
  23726 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.30 ThreadP+
  23727 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.22 ThreadP+
  23728 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.09 ThreadP+
  23729 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.15 ThreadP+
  23730 sahilch+  20   0   38.6g 242836 126356 S   0.0   3.1   0:00.36 ThreadP+
  15356 sahilch+  20   0   20764   6180   3636 S   0.0   0.1   0:00.16 bash
  16170 sahilch+  20   0   22504   6108   1916 T   0.0   0.1   0:00.01 bash
  16260 sahilch+  20   0   27484  10220   1688 T   0.0   0.1   0:43.53 bash
  16486 sahilch+  20   0  905696  64564  42592 S   0.0   0.8   0:00.59 gedit
  16487 sahilch+  20   0  905696  64564  42592 S   0.0   0.8   0:00.00 gmain
  16488 sahilch+  20   0  905696  64564  42592 S   0.0   0.8   0:00.02 gdbus
  16489 sahilch+  20   0  905696  64564  42592 S   0.0   0.8   0:00.00 dconf w+
  16509 sahilch+  20   0  905696  64564  42592 S   0.0   0.8   0:00.00 threade+
  16615 root       0 -20       0      0      0 I   0.0   0.0   0:01.99 kworker+
  16734 root      20   0       0      0      0 I   0.0   0.0   0:01.20 kworker+
  17474 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  17980 root      20   0       0      0      0 I   0.0   0.0   0:02.19 kworker+
  18259 root      20   0       0      0      0 I   0.0   0.0   0:02.04 kworker+
  18341 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18369 root      20   0       0      0      0 I   0.0   0.0   0:00.86 kworker+
  18390 root      20   0       0      0      0 I   0.0   0.0   0:01.64 kworker+
  18518 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18639 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18640 root      20   0       0      0      0 I   0.0   0.0   0:00.19 kworker+
  18652 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18681 root      20   0       0      0      0 I   0.0   0.0   0:02.89 kworker+
  18711 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.57 gjs
  18721 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 gmain
  18722 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.08 gdbus
  18723 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18724 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.01 JS Help+
  18725 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18726 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18727 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18728 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18729 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18730 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 JS Help+
  18740 sahilch+  20   0 3130208  59192  41720 S   0.0   0.7   0:00.00 dconf w+
  18767 root      20   0       0      0      0 I   0.0   0.0   0:00.00 kworker+
  18797 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:01.43 chrome
  18798 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.00 ThreadP+
  18800 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.46 Chrome_+
  18802 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.00 GpuMemo+
  18803 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.86 Composi+
  18804 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.00 ThreadP+
  18805 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.02 Composi+
  18806 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.04 Composi+
  18807 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.02 Composi+
  18808 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.03 Composi+
  18809 sahilch+  30  10 1124.5g 134292  95280 S   0.0   1.7   0:00.00 Composi+
  18881 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.00 MemoryI+
  20414 sahilch+  20   0 1124.5g 134292  95280 S   0.0   1.7   0:00.00 ThreadP+
  19041 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:02.93 chrome
  19042 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.00 ThreadP+
  19044 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.54 Chrome_+
  19046 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.00 GpuMemo+
  19047 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.31 Composi+
  19048 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.00 ThreadP+
  19049 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.02 Composi+
  19050 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.01 Composi+
  19051 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.01 Composi+
  19052 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.00 Composi+
  19053 sahilch+  30  10 1124.5g 132072  95420 S   0.0   1.7   0:00.00 Composi+
  19387 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.00 MemoryI+
  23102 sahilch+  20   0 1124.5g 132072  95420 S   0.0   1.7   0:00.01 ThreadP+
  19067 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:02.33 chrome
  19068 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 ThreadP+
  19071 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.51 Chrome_+
  19072 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 GpuMemo+
  19074 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.12 Composi+
  19075 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 ThreadP+
  19076 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 Composi+
  19077 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 Composi+
  19078 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.01 Composi+
  19079 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 Composi+
  19080 sahilch+  30  10 1124.6g 159208 111984 S   0.0   2.0   0:00.00 Composi+
  19145 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.03 WebRTC_+
  19146 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.02 WebRTC_+
  19147 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.03 WebRTC_+
  19148 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 Media
  19301 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 MemoryI+
  21685 sahilch+  20   0 1124.6g 159208 111984 S   0.0   2.0   0:00.00 ThreadP+
  19118 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.30 chrome
  19119 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 ThreadP+
  19121 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.07 Chrome_+
  19123 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 GpuMemo+
  19124 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19125 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 ThreadP+
  19126 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19127 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19128 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19129 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19130 sahilch+  30  10 1124.5g  88320  74944 S   0.0   1.1   0:00.00 Composi+
  19317 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 ThreadP+
  19384 sahilch+  20   0 1124.5g  88320  74944 S   0.0   1.1   0:00.00 MemoryI+
  19131 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.31 chrome
  19132 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 ThreadP+
  19134 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.10 Chrome_+
  19136 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 GpuMemo+
  19138 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19139 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 ThreadP+
  19140 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19141 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19142 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19143 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19144 sahilch+  30  10 1124.5g  91372  75976 S   0.0   1.2   0:00.00 Composi+
  19383 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 MemoryI+
  19432 sahilch+  20   0 1124.5g  91372  75976 S   0.0   1.2   0:00.00 ThreadP+
  19175 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.74 chrome
  19176 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 ThreadP+
  19178 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.10 Chrome_+
  19180 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 GpuMemo+
  19181 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.12 Composi+
  19182 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 ThreadP+
  19183 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 Composi+
  19184 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 Composi+
  19185 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 Composi+
  19186 sahilch+  20   0 1124.5g 140316  90836 S   0.0   1.8   0:00.00 Composi+
  19187 sahilch+  30  10 1124.5g 140316  90836 S   0.0   1.8   0:00.00 Composi+
